category,name,type,cuisine,address,postcode,town,latitude,longitude,phone,website,opening_hours,stars,wheelchair,osm_id,osm_type,scraped_at
cafes,Cafe Latte,cafe,,"53-55, Queen Street, Blackburn, BB6 7QP",BB6 7QP,Blackburn,53.7863341,-2.4055296,,,,,,631635803,node,2026-03-06T09:48:34.157489
cafes,Towngate Cafe,cafe,,"15-17, Blackburn Road, Blackburn, BB6 7DF",BB6 7DF,Blackburn,53.7852432,-2.4084372,,,,,,632879752,node,2026-03-06T09:48:34.157492
cafes,Palatine,cafe,,,,,53.7859176,-2.407584,,,,,,636094841,node,2026-03-06T09:48:34.157496
cafes,White Bear Marina,cafe,,,,,53.6127711,-2.6065647,,,,,,643084942,node,2026-03-06T09:48:34.157504
cafes,Garden Makers - The Grubbery,cafe,,,,,53.9857783,-2.311951,,,,,,651847091,node,2026-03-06T09:48:34.157514
cafes,Birkacre,cafe,,,,,53.6346088,-2.652824,,,,,,654111030,node,2026-03-06T09:48:34.157518
cafes,Brewschetta,cafe,,,,,53.8028785,-2.3832269,,,,,,664509579,node,2026-03-06T09:48:34.157702
cafes,CJ'S,cafe,,"75, King Street, Whalley, BB7 9SW",BB7 9SW,Whalley,53.8220395,-2.4069109,,,,,,664572800,node,2026-03-06T09:48:34.157713
cafes,The Pavilion,cafe,,,,,53.8877448,-2.3585797,,,,,,667361058,node,2026-03-06T09:48:34.157721
cafes,The Lemon House,cafe,,,,,53.8926663,-2.3529714,,,,,,669561053,node,2026-03-06T09:48:34.157724
cafes,Downham Post Office and Tea Rooms,cafe,,,,,53.894487,-2.3286114,,,,,,674092194,node,2026-03-06T09:48:34.157727
cafes,Village Green Tea Room,cafe,,"Sheep House Lane, Bolton, BL6 7SD",BL6 7SD,Bolton,53.625902,-2.5653199,,https://www.rivingtonvillagegreentearoom.co.uk/,Mo-Su 10:00-16:00,,,695188950,node,2026-03-06T09:48:34.157730
cafes,Blueberries,cafe,,,,,53.872719,-2.3930779,,,,,,697306701,node,2026-03-06T09:48:34.157732
cafes,Colborne House,cafe,,,,,53.8727863,-2.3901508,,,,,,703219585,node,2026-03-06T09:48:34.157742
cafes,Exchange Coffee,cafe,,,,,53.8724782,-2.3896936,,,,,,703219635,node,2026-03-06T09:48:34.157752
cafes,Beach cafe,cafe,,,,,53.7599351,-2.7443315,,,,,,713353303,node,2026-03-06T09:48:34.157755
cafes,Take Five Coffee Shop,cafe,,"Chain Caul Road, Preston, PR2 2PD",PR2 2PD,Preston,53.7606711,-2.7496639,,,,,,725221162,node,2026-03-06T09:48:34.157759
cafes,The Folly Coffee House,cafe,coffee_shop,"Victoria Street, Settle, BD24 9EY",BD24 9EY,Settle,54.067665,-2.2754039,,https://thefolly.org.uk/coffee-house/,,,,735115699,node,2026-03-06T09:48:34.157762
cafes,Ye Olde Naked Man Cafe,cafe,bakery;cake;cafe;ice_cream,"Market Place, Settle, BD24 9ED",BD24 9ED,Settle,54.0688057,-2.2773912,,https://yeoldenakedmancafe.com/,,,,735129540,node,2026-03-06T09:48:34.157765
cafes,Zara Cafe,cafe,british,,,,53.7888814,-2.239848,,,,,,745753607,node,2026-03-06T09:48:34.157771
cafes,Town End Farm Shop and Cafe,cafe,,"Skipton, BD23 4BE",BD23 4BE,Skipton,54.0324256,-2.1529195,,https://townendfarmshop.co.uk/,Tu-Sa 9:30-17:00; Su 10:00-17:00,,,767961257,node,2026-03-06T09:48:34.157780
cafes,Puddleducks Cafe PO and Village Store,cafe,,,,,53.9457978,-2.5195734,,,,,,773619497,node,2026-03-06T09:48:34.157784
cafes,The Greedy Goose,cafe,,"192, Station Road, Preston, PR5 6TP",PR5 6TP,Preston,53.7286615,-2.660854,,,Mo-Sa 08:30-14:00; Su 10:00-14:00,,no,836237494,node,2026-03-06T09:48:34.157787
cafes,Costa,cafe,coffee_shop,"260-261, Marine Road Central, Morecambe, LA4 5BX",LA4 5BX,Morecambe,54.0728826,-2.8666029,,,,,,1116465208,node,2026-03-06T09:48:34.157791
cafes,Bull Beck Snack Bar,cafe,,,,,54.0786769,-2.7017063,,,,,,1309181881,node,2026-03-06T09:48:34.157794
cafes,Lune Valley IT Centre,cafe,,,,,54.0757579,-2.7181813,,,,,,1309181884,node,2026-03-06T09:48:34.157798
cafes,The Music Room,cafe,,"Sun Square, Lancaster, LA1 1EW",LA1 1EW,Lancaster,54.0491525,-2.8029816,+44 1524 65470,https://thecoffeehopper.com/locations/the-music-room/,Mo-Su 10:00-16:30,,,1554051643,node,2026-03-06T09:48:34.157808
cafes,The Cabin,cafe,,,,,53.8590313,-2.2705397,,,,,,1562565565,node,2026-03-06T09:48:34.157812
cafes,Whites Sandwich & Coffee Bar,cafe,sandwich,,,,53.750532,-2.8923006,,,,,,1565835203,node,2026-03-06T09:48:34.157815
cafes,Cafe Cargo,cafe,,"Warehouse Lane, Colne, BB8 7PP",BB8 7PP,Colne,53.8792024,-2.1708621,,,,,,1606190700,node,2026-03-06T09:48:34.157818
cafes,"The Dalesman Cafe, Tea Room and Sweet Emporium",cafe,,"54, High Street, Skipton, BD23 3LX",BD23 3LX,Skipton,53.9832538,-2.1059097,+44 1756 749250,,Tu-Su 09:00-16:00; Mo off,,,1664975376,node,2026-03-06T09:48:34.157821
cafes,The Kiosk,cafe,,,,,53.7021609,-2.4891063,,http://www.sunnyhurstwood.co.uk/,,,,1709946505,node,2026-03-06T09:48:34.157824
cafes,Costa,cafe,coffee_shop,LA2 9DU,LA2 9DU,,53.961642,-2.7601473,,,,,,1883791452,node,2026-03-06T09:48:34.157830
cafes,Costa,cafe,coffee_shop,"286, Garstang Road, Preston, PR2 9RX",PR2 9RX,Preston,53.7912522,-2.7131171,,,Mo-Sa 07:00-18:00; Su 09:00-18:00,,,1898617360,node,2026-03-06T09:48:34.157844
cafes,Starbucks,cafe,coffee_shop,"Preston, PR5 4AW",PR5 4AW,Preston,53.7480861,-2.6771005,+44 1772 252068,https://www.starbucks.com/store-locator/store/1013121/preston-capitol-park-retail-unit-8-capital-retail-park-capital-way-preston-eng,,,,1906077784,node,2026-03-06T09:48:34.157848
cafes,The Barlow,cafe,sandwich,"216, Bolton Road, Bolton, BL7 0AP",BL7 0AP,Bolton,53.645283,-2.393273,,,,,,1916715723,node,2026-03-06T09:48:34.157853
cafes,Hugo's,cafe,,,,,53.602868,-2.8420727,,,Mo-Sa 08:00-16:30; Su 08:00-16:00,,,1932208318,node,2026-03-06T09:48:34.157858
cafes,The Bridge,cafe,,"114, Derby Road, Preston, PR3 2AA",PR3 2AA,Preston,53.8289394,-2.6079893,,,,,,2019988933,node,2026-03-06T09:48:34.157869
cafes,Booths Cafe,cafe,,,,,53.7273392,-2.7844989,,,Mo-Sa 08:00-17:00; Su 09:30-16:00,,,2024600901,node,2026-03-06T09:48:34.157873
cafes,Printroom Cafe & Bar,cafe,soup;sandwich;salad;breakfast;cake,"Meeting House Lane, Lancaster, LA1 1TH",LA1 1TH,Lancaster,54.0488131,-2.8042362,,,Mo-Fr 08:30-18:00; Sa 09:00-18:00; Su off,,limited,2078802328,node,2026-03-06T09:48:34.157876
cafes,KC's,cafe,,,,,53.7882822,-2.2399261,,,,,,2079201378,node,2026-03-06T09:48:34.157879
cafes,Starbucks,cafe,coffee_shop,"200, Blackpool Road, Preston, PR1 6UY",PR1 6UY,Preston,53.7729057,-2.6804526,+44 1772 792918,https://www.starbucks.com/store-locator/store/20092/preston-blackpool-road-dt-200-blackpool-road-preston-eng-pr-1-6-uy-gb,,,,2174391437,node,2026-03-06T09:48:34.157883
cafes,Costa,cafe,coffee_shop,"Blackpool Road, Preston, PR1 6QY",PR1 6QY,Preston,53.7724504,-2.6771904,,,Mo-Sa 07:00-19:00; Su 09:00-17:00,,,2174393809,node,2026-03-06T09:48:34.157886
cafes,Costa,cafe,coffee_shop,,,,53.7481097,-2.8937173,,,,,,2179160908,node,2026-03-06T09:48:34.157901
cafes,Tootsies Ice Cream,cafe,coffee_shop,"Bridge Court, Preston, PR4 5JT",PR4 5JT,Preston,53.7071095,-2.7956158,,,,,,2182294175,node,2026-03-06T09:48:34.157906
cafes,The Centre @ Halton Coffee Shop,cafe,,"Low Road, Halton, LA2 6NB",LA2 6NB,Halton,54.0783965,-2.7562733,,,"Mo-Fr 14:00-17:00; Sa,Su 10:00-17:00; PH 11:00-17:00",,yes,2275824271,node,2026-03-06T09:48:34.157909
cafes,Craft Centre and tea room,cafe,coffee_shop,,,,53.8496934,-2.1047824,,,,,,2286779718,node,2026-03-06T09:48:34.157912
cafes,Costa,cafe,coffee_shop,"14-15, Fishergate, Preston, PR1 3NN",PR1 3NN,Preston,53.7581563,-2.6996141,+44 1772 825638,,Mo-Sa 07:00-19:00; Su 08:00-18:00,,,2290400504,node,2026-03-06T09:48:34.157916
cafes,Costa,cafe,coffee_shop,"2, Fleet Walk, Burnley, BB11 1QE",BB11 1QE,Burnley,53.7892896,-2.2430129,,,,,,2320761434,node,2026-03-06T09:48:34.157927
cafes,Moka,cafe,,"85a, Fishergate, Preston, PR1 2NJ",PR1 2NJ,Preston,53.7576802,-2.7045388,+44 1772 888863,https://mokarestaurantpreston.co.uk,,,,2398784967,node,2026-03-06T09:48:34.157931
cafes,About Coffee Ltd,cafe,coffee_shop,"26, Church Street, Colne, BB8 0LG",BB8 0LG,Colne,53.8570956,-2.1696055,,,"Mo-Fr 08:00-17:00, Sa 09:00-16:00",,,2405539734,node,2026-03-06T09:48:34.157934
cafes,All A,cafe,bubble_tea,"Alexandra Square, Lancaster, LA1 4YW",LA1 4YW,Lancaster,54.0102091,-2.7846158,,,"Mo-Fr 11:00-18:00; Sa,Su off",,,2415818856,node,2026-03-06T09:48:34.157937
cafes,Mere Side Café,cafe,,,,,53.6223904,-2.8646909,,,,,,2593023580,node,2026-03-06T09:48:34.157940
cafes,Lily Maes,cafe,,,,,53.7546838,-2.3677901,,,,,yes,2702728061,node,2026-03-06T09:48:34.157948
cafes,Roots Cafe,cafe,coffee_shop;regional,"Roots Lane, Preston, PR4 0JB",PR4 0JB,Preston,53.8039172,-2.7978803,+44 1772 691866,,,,,2738175194,node,2026-03-06T09:48:34.157958
cafes,Canal View,cafe,coffee_shop,"2 - 4, Hermitage Street, Blackburn, BB1 4NL",BB1 4NL,Blackburn,53.7684663,-2.4120511,,,,,yes,2777017440,node,2026-03-06T09:48:34.157962
cafes,The Hall,cafe,coffee_shop,"10, China Street, Lancaster, LA1 1EX",LA1 1EX,Lancaster,54.0492448,-2.8033735,+44 1524 65470,https://thecoffeehopper.com/locations/the-hall/,"Mo-Sa 09:00-17:00, Su 09:00-16:30",,,2895135039,node,2026-03-06T09:48:34.157965
cafes,Bolton by Bowland Tea Room and Shop,cafe,,"2, Main Street, Bolton by Bowland, BB7 4NW",BB7 4NW,Bolton by Bowland,53.9397689,-2.3300445,,,,,,2917033458,node,2026-03-06T09:48:34.157968
cafes,Costa,cafe,coffee_shop,"Westbourne Road, Lancaster, LA1 5SJ",LA1 5SJ,Lancaster,54.0486025,-2.8074586,+44 1524 844653,,Mo-Fr 06:00-19:30; Sa 06:30-19:00; Su 09:00-17:00,,limited,3114626432,node,2026-03-06T09:48:34.157972
cafes,Beacon Fell Visitor Centre,cafe,coffee_shop,"Beacon Fell Road, Preston, PR3 2NL",PR3 2NL,Preston,53.8787703,-2.6640835,+44 1995 640557,https://new.lancashire.gov.uk/leisure-and-culture/country-parks-and-nature-reserves/beacon-fell-country-park.aspx,,,,3188165144,node,2026-03-06T09:48:34.157985
cafes,Porky's,cafe,sausages,,,,53.8181569,-2.3085738,,,,,,3247817561,node,2026-03-06T09:48:34.157992
cafes,The Dispensary,cafe,coffee_shop,"408, Heysham Road, Heysham, LA3 2BJ",LA3 2BJ,Heysham,54.0471275,-2.892511,,,,,,3260529318,node,2026-03-06T09:48:34.157996
cafes,Cafe Ambio,cafe,coffee_shop,"Park Road, Chorley, PR7 1NP",PR7 1NP,Chorley,53.6598922,-2.64651,,,Mo-Su 09:00-16:30,,yes,3469306532,node,2026-03-06T09:48:34.157999
cafes,Starbucks,cafe,coffee_shop,"49, Fishergate, Preston, PR1 8HJ",PR1 8HJ,Preston,53.757226,-2.7057381,,https://www.starbucks.com/store-locator/store/1013124/preston-fishergate-unit-3-3-a-and-3-3-b-preston-eng-pr-1-8-hl-gb,Mo-Sa 07:00-19:00; Su 07:00-18:00,,,3470387994,node,2026-03-06T09:48:34.158008
cafes,Tea Rooms,cafe,,,,,54.018699,-2.2543129,,,,,,3670032726,node,2026-03-06T09:48:34.158018
cafes,Potters Barn,cafe,regional,,,,53.8122401,-2.5336068,,,,,,3787606388,node,2026-03-06T09:48:34.158022
cafes,Caffè Nero,cafe,coffee_shop,"23, Market Street, Lancaster, LA1 1HZ",LA1 1HZ,Lancaster,54.0486412,-2.8010242,,https://www.caffenero.com/uk/stores/lancaster,Mo-Fr 07:00-18:30; Sa 07:30-18:30; Su 08:30-18:00,,limited,3789045757,node,2026-03-06T09:48:34.158025
cafes,Costa,cafe,coffee_shop,"2, Ashton Walk, Lancaster, LA1 1ND",LA1 1ND,Lancaster,54.0491798,-2.7996929,,,Mo-Fr 07:30-18:00; Sa 07:30-18:00; Su 08:30-17:00,,,3789045758,node,2026-03-06T09:48:34.158033
cafes,The Farm at Burscough,cafe,,,,,53.6096373,-2.887698,,,,,,3802509717,node,2026-03-06T09:48:34.158037
cafes,Costa,cafe,coffee_shop,"Bowland Avenue South, Lancaster",,Lancaster,54.0101046,-2.7849165,,,Mo-Tu 10:00-17:00; We-Fr 08:00-17:00; Sa-Su 10:00-17:00,,,3827052768,node,2026-03-06T09:48:34.158047
cafes,Apple Store Cafe,cafe,,,,,53.936505,-2.7494248,+44 1524 792296,https://wyresdalepark.co.uk/applestore-cafe-scorton,09:00-16:00,,,3859087524,node,2026-03-06T09:48:34.158051
cafes,Boba Boba,cafe,bubble_tea;gyoza,"58, Market Street, Lancaster, LA1 1HS",LA1 1HS,Lancaster,54.048743,-2.8030964,,,We-Sa 12:00-18:00; Su-Tu off,,limited,3904779148,node,2026-03-06T09:48:34.158054
cafes,Holm,cafe,coffee_shop;bakery;sandwich,"20-22, King Street, Lancaster, LA1 1JY",LA1 1JY,Lancaster,54.0476221,-2.8021602,,https://holmcoffee.square.site/,,,,3904927286,node,2026-03-06T09:48:34.158058
cafes,Cafe Dolce,cafe,coffee_shop,"10-12, Market Street, Lancaster, LA1 1HT",LA1 1HT,Lancaster,54.0488157,-2.8004538,,https://www.facebook.com/cafedolcelancaster/,,,limited,3930495776,node,2026-03-06T09:48:34.158066
cafes,Eden Bay Bistro,cafe,,"281, Marine Road Central, Morecambe, LA4 5BY",LA4 5BY,Morecambe,54.0737668,-2.8648197,,,,,,3958341124,node,2026-03-06T09:48:34.158076
cafes,Clock Tower Cafe,cafe,,,,,54.073431,-2.8661702,,,,,,3958376971,node,2026-03-06T09:48:34.158080
cafes,From The Bay,cafe,,"9, Plaza Arcade, Morecambe",,Morecambe,54.0726696,-2.8637414,,,,,,3958415628,node,2026-03-06T09:48:34.158083
cafes,Sanctuary,cafe,,"13, Queen Street, Morecambe, LA4 5EQ",LA4 5EQ,Morecambe,54.0731152,-2.8646794,,https://www.morecambeparish.church/sanctuary,,,,3959631516,node,2026-03-06T09:48:34.158087
cafes,Sunsets Cafe,cafe,,"Morecambe, LA4 5DH",LA4 5DH,Morecambe,54.0719502,-2.8660597,,,,,,3959705529,node,2026-03-06T09:48:34.158090
cafes,Mia Mio,cafe,ice_cream;pizza,"272, Marine Road Central, Morecambe, LA4 5BX",LA4 5BX,Morecambe,54.0732523,-2.8655185,,,,,,3959736967,node,2026-03-06T09:48:34.158092
cafes,Bay Cafe,cafe,fish_and_chips,"Queen Street, Morecambe, LA4 5BZ",LA4 5BZ,Morecambe,54.0732541,-2.8653472,,,,,,3959736968,node,2026-03-06T09:48:34.158098
cafes,Lewis's,cafe,coffee_shop;ice_cream,"253, Marine Road Central, Morecambe, LA4 4BJ",LA4 4BJ,Morecambe,54.0726632,-2.8672832,,,,,,3959767867,node,2026-03-06T09:48:34.158107
cafes,Eric's Cafe,cafe,,"245, Marine Road Central, Morecambe, LA4 4BJ",LA4 4BJ,Morecambe,54.0725988,-2.8677572,,,,,,3959767869,node,2026-03-06T09:48:34.158110
cafes,Costa,cafe,coffee_shop,"219, Marine Road Central, Morecambe, LA4 4BU",LA4 4BU,Morecambe,54.0723652,-2.8704813,,,Mo-Su 09:00-16:00,,,3967771419,node,2026-03-06T09:48:34.158118
cafes,Brucciani,cafe,coffee_shop;ice_cream,"216-217, Marine Road Central, Morecambe, LA4 4BU",LA4 4BU,Morecambe,54.072358,-2.8706114,,,"Mo-Sa 10:00-16:00, Sa 10:00-16:30, Su 10:00-16:30",,,3967771420,node,2026-03-06T09:48:34.158121
cafes,SO Cafe,cafe,,"238, Marine Road Central, Morecambe, LA4 4BQ",LA4 4BQ,Morecambe,54.072507,-2.8686763,,,,,,3967775544,node,2026-03-06T09:48:34.158123
cafes,Rita's Cafe,cafe,,"200, Marine Road Central, Morecambe, LA4 4BU",LA4 4BU,Morecambe,54.0720535,-2.8732755,,,"Mo-Fr 08:00-17:00; Sa,Su 08:00-17:30",,,3968430689,node,2026-03-06T09:48:34.158133
cafes,The Coffee Pot,cafe,,"93, Marine Road West, Morecambe, LA4 4DQ",LA4 4DQ,Morecambe,54.0676701,-2.8782664,,,,,,3982170141,node,2026-03-06T09:48:34.158138
cafes,The Westminster Cafe,cafe,,"41, Clarendon Road East, Morecambe, LA4 4HT",LA4 4HT,Morecambe,54.0658843,-2.8781084,,,,,,3982223993,node,2026-03-06T09:48:34.158141
cafes,The Salty Bean,cafe,coffee_shop,"65, Marine Road West, Morecambe, LA4 4ET",LA4 4ET,Morecambe,54.0666509,-2.8799171,,,,,,3982235960,node,2026-03-06T09:48:34.158148
cafes,The Beach House Cafe,cafe,,"40a, Regent Road, Morecambe, LA3 1QN",LA3 1QN,Morecambe,54.0654441,-2.8790527,,,,,,3983899233,node,2026-03-06T09:48:34.158151
cafes,Unnamed,cafe,,"Leyland Lane, Leyland",,Leyland,53.6906503,-2.7169028,,,,,,4086508607,node,2026-03-06T09:48:34.158155
cafes,Peppers Grill,cafe,,"Leyland Lane, Leyland, PR25 1XB",PR25 1XB,Leyland,53.6985487,-2.7131159,,,,,,4086543891,node,2026-03-06T09:48:34.158197
cafes,Lucy's Teatime Treats,cafe,,"123, Towngate, Leyland, PR25 2LQ",PR25 2LQ,Leyland,53.6926468,-2.6967329,,,,,,4087836109,node,2026-03-06T09:48:34.158213
cafes,Roccoco Cafe Lounge & Bakery,cafe,,"41-45, Chapel Brow, Leyland, PR25 3NH",PR25 3NH,Leyland,53.6967617,-2.6899222,,,,,,4088553842,node,2026-03-06T09:48:34.158216
cafes,Aromas,cafe,,"13-15, Hough Lane, Leyland, PR25 2SD",PR25 2SD,Leyland,53.6948738,-2.6956416,,,,,,4096901366,node,2026-03-06T09:48:34.158219
cafes,Peppermint Cottage,cafe,,"Hough Lane, Leyland",,Leyland,53.6957193,-2.692918,,,,,,4096992522,node,2026-03-06T09:48:34.158227
cafes,Coffee Lounge,cafe,,"Golden Hill Lane, Leyland",,Leyland,53.6979982,-2.6902321,,,,,,4097050936,node,2026-03-06T09:48:34.158233
cafes,Bus Station Cafe,cafe,,"Tithebarn Street, Preston, PR1 1YT",PR1 1YT,Preston,53.761255,-2.696407,,,,,,4138891723,node,2026-03-06T09:48:34.158237
cafes,The Hub Cafe,cafe,,,,,53.6784852,-2.6574507,,,,,,4238017690,node,2026-03-06T09:48:34.158240
cafes,Tea Room,cafe,,,,,53.637957,-2.813284,,,,,no,4250407647,node,2026-03-06T09:48:34.158243
cafes,The Chocolate Cafe,cafe,,"2, Bolton Street, Bury, BL0 9HX",BL0 9HX,Bury,53.6487827,-2.3187427,,,,,,4320386883,node,2026-03-06T09:48:34.158247
cafes,Mrs P's Luxury Ice Cream,cafe,ice_cream,"9, Market Place, Bury, BL0 9AJ",BL0 9AJ,Bury,53.6490561,-2.3189197,,,,,,4320386894,node,2026-03-06T09:48:34.158250
cafes,Tastebuds,cafe,coffee_shop;sandwich;ice_cream,"1-3, George Street, Clitheroe, BB7 9TH",BB7 9TH,Clitheroe,53.8218351,-2.407295,+44 1254 824 468,https://www.tastebudsatwhalley.co.uk,,,,4342612481,node,2026-03-06T09:48:34.158267
cafes,Nellie & Marls Neighbourhood Kitchen,cafe,,"130, Preston Road, Chorley, PR7 5ED",PR7 5ED,Chorley,53.6182079,-2.6738843,,,,,,4347686722,node,2026-03-06T09:48:34.158271
cafes,Aroma Cafe,cafe,,,,,53.7972178,-2.8901597,,,,,,4363621583,node,2026-03-06T09:48:34.158274
cafes,Starbucks,cafe,coffee_shop,"19, Market Street, Lancaster, LA1 1HZ",LA1 1HZ,Lancaster,54.048659,-2.8007818,,https://www.starbucks.com/store-locator/store/1013128/lancaster-market-street-19-market-street-lancaster-eng-la-1-1-hz-gb,"Mo-Sa 07:00-18:30; Su,PH 08:30-17:30",,limited,4412023603,node,2026-03-06T09:48:34.158277
cafes,Heavenly Desserts,cafe,,"5-6, Cheapside, Preston, PR1 2AP",PR1 2AP,Preston,53.7586167,-2.6993895,,https://www.heavenlydesserts.co.uk/stores/preston,,,,4475206553,node,2026-03-06T09:48:34.158283
cafes,Cafeteria,cafe,,,,,53.9209007,-2.8089442,,,,,,4509027244,node,2026-03-06T09:48:34.158291
cafes,Cube Shisha & Dessert Bar,cafe,,"St Peter Street, Blackburn",,Blackburn,53.7466457,-2.4830941,,,,,,4510881366,node,2026-03-06T09:48:34.158295
cafes,Costa,cafe,coffee_shop,"Preston, PR2 2YQ",PR2 2YQ,Preston,53.7595962,-2.7289115,,,,,,4560320026,node,2026-03-06T09:48:34.158298
cafes,Morrisons,cafe,,,,,53.7621581,-2.7361166,,,,,,4560320028,node,2026-03-06T09:48:34.158301
cafes,The Basement,cafe,,Shear Brow,,,53.7591442,-2.4873908,,,,,,4580749499,node,2026-03-06T09:48:34.158304
cafes,The Reading Rooms Kitchen,cafe,,"Bolton by Bowland Road, Bolton by Bowland, BB7 4PF",BB7 4PF,Bolton by Bowland,53.9415978,-2.3464591,+44 1200 447615,https://www.holdenclough.com/food,Mo-Su 09:00-16:00,,,4581795400,node,2026-03-06T09:48:34.158312
cafes,Costa,cafe,coffee_shop,"Market Walk, Chorley, PR7 1DE",PR7 1DE,Chorley,53.6533936,-2.6295546,,,,,yes,4596744352,node,2026-03-06T09:48:34.158323
cafes,Moor,cafe,,,,,53.8709246,-2.3916942,,,,,,4596820224,node,2026-03-06T09:48:34.158327
cafes,Brucciani,cafe,,"91C, Fishergate, Preston, PR1 2NJ",PR1 2NJ,Preston,53.7577914,-2.703855,,https://www.facebook.com/bruccianis1932/,,,,4600170392,node,2026-03-06T09:48:34.158330
cafes,La Viva,cafe,,"88, Fishergate, Preston, PR1 2NJ",PR1 2NJ,Preston,53.7577189,-2.7042974,,,,,,4600170397,node,2026-03-06T09:48:34.158333
cafes,Caffè Nero,cafe,coffee_shop,"84, Fishergate, Preston, PR1 2NJ",PR1 2NJ,Preston,53.7576562,-2.7047034,,https://www.caffenero.com/uk/stores/preston-fishergate,Mo-Fr 06:30-18:00; Sa 07:30-18:00; Su 08:30-17:30,,,4600170400,node,2026-03-06T09:48:34.158336
cafes,Courtyard Caffe,cafe,,"17, High Street, PR3 0ZB",PR3 0ZB,,53.8549306,-2.8718855,+44 1995 672011,,,,,4605525914,node,2026-03-06T09:48:34.158340
cafes,Snacks & Drinks,cafe,,,,,53.6207176,-2.8612987,,,,,,4619407652,node,2026-03-06T09:48:34.158350
cafes,Royavie,cafe,,"14, Penny Street, Lancaster, LA1 1UA",LA1 1UA,Lancaster,54.0483425,-2.800019,,,,,,4625758468,node,2026-03-06T09:48:34.158354
cafes,Bob & Berts,cafe,coffee_shop,"18-20, Penny Street, Lancaster, LA1 1UA",LA1 1UA,Lancaster,54.048215,-2.800019,,,Mo-Sa 07:30-18:00; Su 09:00-18:00,,,4625758470,node,2026-03-06T09:48:34.158357
cafes,The Cornish Bakery,cafe,,"53, Penny Street, Lancaster, LA1 1XF",LA1 1XF,Lancaster,54.0472727,-2.7997616,,,,,yes,4674456020,node,2026-03-06T09:48:34.158365
cafes,Costa,cafe,coffee_shop,"Finsley Gate, Burnley, BB11 2HE",BB11 2HE,Burnley,53.7857994,-2.2414796,,,,,,4909101827,node,2026-03-06T09:48:34.158368
cafes,Grind & Tamp,cafe,,"45, Bridge Street, Bury, BL0 9AD",BL0 9AD,Bury,53.648621,-2.3177244,,,Th-Tu 08:30-16:00,,,4959794623,node,2026-03-06T09:48:34.158377
cafes,DRINC,cafe,coffee_shop,"9, Bridge Street, Bury, BL0 9AB",BL0 9AB,Bury,53.6480005,-2.3149075,,,,,,4992828567,node,2026-03-06T09:48:34.158382
cafes,The Cultured Bean,cafe,,"9E, Bridge Street, Bury, BL0 9AB",BL0 9AB,Bury,53.6480338,-2.3150695,,,,,,4992828569,node,2026-03-06T09:48:34.158385
cafes,Black Sheep Coffee,cafe,coffee_shop,,,,53.7578984,-2.701239,,https://blacksheepcoffee.co.uk/blogs/locations/fishergate,,,,5000582896,node,2026-03-06T09:48:34.158389
cafes,Horrocks Tea Room,cafe,,"Preston, PR3 0UH",PR3 0UH,Preston,53.8665357,-2.8708662,,,,,,5017597191,node,2026-03-06T09:48:34.158392
