category,name,type,cuisine,address,postcode,town,latitude,longitude,phone,website,opening_hours,stars,wheelchair,osm_id,osm_type,scraped_at
restaurants,Subway,fast_food,sandwich,"85, Fishergate, Preston, PR1 2NJ",PR1 2NJ,Preston,53.7576723,-2.7046138,,https://restaurants.subway.com/united-kingdom/en/preston/85-fishergate,,,,412766871,node,2026-03-06T09:39:44.351628
restaurants,Jade Garden,restaurant,,,,,53.7510357,-2.3612311,,,,,,442891942,node,2026-03-06T09:39:44.351630
restaurants,Flax Moss Chinese Chippy,fast_food,,,,,53.6950611,-2.3277884,,,,,,481608142,node,2026-03-06T09:39:44.351632
restaurants,Helmshore Chip Shop,fast_food,,,,,53.6902673,-2.3263433,,,,,,481608275,node,2026-03-06T09:39:44.351634
restaurants,Royal Spice,restaurant,asian,"Market Place, Settle, BD24 9EJ",BD24 9EJ,Settle,54.0689276,-2.2762512,+44 1729 822901,,,,,486270585,node,2026-03-06T09:39:44.351636
restaurants,The Nettle,restaurant,,"17, Market Place, Settle, BD24 9ED",BD24 9ED,Settle,54.0685102,-2.2772989,,,,,,486270598,node,2026-03-06T09:39:44.351639
restaurants,The Fisherman,restaurant,fish_and_chips,"16, Church Street, Settle, BD24 9JE",BD24 9JE,Settle,54.0696915,-2.2774096,+44 1729 823297,,,,,486270670,node,2026-03-06T09:39:44.351641
restaurants,Hickory’s Smokehouse,restaurant,,"86, Liverpool Road, Preston, PR4 5SL",PR4 5SL,Preston,53.7348825,-2.7607155,,,,,,486628688,node,2026-03-06T09:39:44.351643
restaurants,Greggs,fast_food,sandwich;bakery,"8, Alexandra Square, Bailrigg, Lancaster, LA1 4XX",LA1 4XX,"Bailrigg, Lancaster",54.0103628,-2.7846304,,https://www.greggs.co.uk/shop-finder?shop-code=1086,Mo-Fr 07:00-21:00; Sa 08:00-21:00; Su 09:00-17:00,,yes,534469126,node,2026-03-06T09:39:44.351645
restaurants,Salvatores,restaurant,,,,,53.7748358,-2.8444608,,,,,,559812586,node,2026-03-06T09:39:44.351647
restaurants,Dante's,restaurant,,,,,53.7017976,-2.6393017,,,,,,582894684,node,2026-03-06T09:39:44.351649
restaurants,Friends Bistro,fast_food,chicken,"Bailrigg Lane, Lancaster, LA1 4YW",LA1 4YW,Lancaster,54.0099648,-2.7846639,,,,,,622043176,node,2026-03-06T09:39:44.351650
restaurants,Sultan of Lancaster Experience,restaurant,indian,"Edward Roberts Court, Lancaster, LA1 4YG",LA1 4YG,Lancaster,54.0099855,-2.7849271,,,,,yes,622043186,node,2026-03-06T09:39:44.351652
restaurants,Hamadan,restaurant,indian,"1-3, Inglewhite Road, PR3 3JR",PR3 3JR,,53.8332826,-2.6068487,+44 1772 786201,,Mo-Sa 17:30-23:00; Su 16:00-23:00,,,626107980,node,2026-03-06T09:39:44.351654
restaurants,Amonbagh,fast_food,indian,"2, Sharoe Green Lane, Preston, PR2 8ED",PR2 8ED,Preston,53.7787951,-2.6976619,,,,,,629545615,node,2026-03-06T09:39:44.351656
restaurants,Mr Chipps,fast_food,,"14, Church Street, Blackburn, BB6 7NF",BB6 7NF,Blackburn,53.7863772,-2.4078056,,,,,,632222348,node,2026-03-06T09:39:44.351665
restaurants,Clayton Street Chippy,fast_food,,"7-9, Clayton Street, Blackburn, BB6 7AQ",BB6 7AQ,Blackburn,53.7859661,-2.4045786,,,,,,632445730,node,2026-03-06T09:39:44.351666
restaurants,The Cake Shop,fast_food,,"14, Saint Huberts Street, Blackburn, BB6 7BE",BB6 7BE,Blackburn,53.7857338,-2.4021323,,,,,,632445732,node,2026-03-06T09:39:44.351668
restaurants,Pizza_Dome,fast_food,,"27, Blackburn Road, Blackburn, BB6 7DF",BB6 7DF,Blackburn,53.7851925,-2.4084614,,,,,,633370214,node,2026-03-06T09:39:44.351670
restaurants,Toni's Pizza,fast_food,,,,,53.7848986,-2.4086031,,,,,,633370224,node,2026-03-06T09:39:44.351671
restaurants,Wongs Chippy,fast_food,,,,,53.7841387,-2.4092304,,,,,,633370231,node,2026-03-06T09:39:44.351673
restaurants,The Calfs Head,restaurant,,,,,53.8806807,-2.3535785,,,,,,634340811,node,2026-03-06T09:39:44.351675
restaurants,The Dog and Otter,restaurant,,"Cliffe Lane, Blackburn, BB6 7PG",BB6 7PG,Blackburn,53.7929274,-2.4105541,,,,,,634360683,node,2026-03-06T09:39:44.351676
restaurants,McDonald's,fast_food,burger,"10-12, Cheapside, Lancaster, LA1 1LZ",LA1 1LZ,Lancaster,54.0492347,-2.8000369,+44 1524 661900,https://www.mcdonalds.com/gb/en-gb/location/lancaster/lancaster---cheapside/1014-cheapside/8260164.html,Mo-Su 00:00-24:00,,yes,636106607,node,2026-03-06T09:39:44.351678
restaurants,Checcos,restaurant,,,,,53.7970077,-2.3874009,,,,,,637123581,node,2026-03-06T09:39:44.351680
restaurants,Game Cock,restaurant,,"8, Whalley Road, Blackburn, BB6 7UH",BB6 7UH,Blackburn,53.8007285,-2.388391,,,,,,637246814,node,2026-03-06T09:39:44.351683
restaurants,Happy Valley,fast_food,fish_and_chips;chinese,"3, Severn Drive, Preston, PR5 4TD",PR5 4TD,Preston,53.7340636,-2.6701496,,,"Tu-Sa 11:45-13:15,17:00-21:30; Su 17:00-21:30",,,638350280,node,2026-03-06T09:39:44.351685
restaurants,Kongs City,restaurant,,,,,53.7866205,-2.4078742,,,,,,639192067,node,2026-03-06T09:39:44.351687
restaurants,Grill Shack,fast_food,pizza;kebab;burger,"172, Deepdale Road, Preston, PR1 6QA",PR1 6QA,Preston,53.7671145,-2.6914496,,https://prestongrillshack.com/order-now,,,,643431460,node,2026-03-06T09:39:44.351689
restaurants,The Spread Eagle,restaurant,,,,,53.9148534,-2.3418218,,,,,,651726907,node,2026-03-06T09:39:44.351691
restaurants,Sunny Chinese Chippy,fast_food,chinese,,,,53.7682012,-2.4158793,+44 1254 882591,,,,,658618237,node,2026-03-06T09:39:44.351695
restaurants,Chicken Shop,fast_food,,"44, Queen Street, Blackburn, BB6 7QQ",BB6 7QQ,Blackburn,53.7861921,-2.4053466,,,,,,659018177,node,2026-03-06T09:39:44.351697
restaurants,Pizza Ranch,fast_food,pizza,"9, Barnes Square, Accrington, BB5 5NX",BB5 5NX,Accrington,53.7747994,-2.3848264,,,,,,660191066,node,2026-03-06T09:39:44.351698
restaurants,Sparth Manor,restaurant,,"Sparth Road, Accrington, BB5 5QA",BB5 5QA,Accrington,53.7789018,-2.3865438,,,,,,660191077,node,2026-03-06T09:39:44.351700
restaurants,Milton Street Chippy,fast_food,,"4, Milton Street, Accrington, BB5 5QE",BB5 5QE,Accrington,53.7784352,-2.3844624,,,,,,660191080,node,2026-03-06T09:39:44.351702
restaurants,Church Chippy,fast_food,,,,,53.755164,-2.3909716,,,,,,660197485,node,2026-03-06T09:39:44.351705
restaurants,Balti Stan,restaurant,,"217-219, Whalley Road, Accrington, BB5 5HD",BB5 5HD,Accrington,53.7726142,-2.3827792,,,,,,660197993,node,2026-03-06T09:39:44.351707
restaurants,The Apricot Meringue,restaurant,,,,,53.8731332,-2.3926528,,,,,,661059972,node,2026-03-06T09:39:44.351709
restaurants,Brook Street Chip Shop,fast_food,,"7, Brook Street, Blackburn, BB1 4DL",BB1 4DL,Blackburn,53.7690255,-2.4153299,,,,,,662054770,node,2026-03-06T09:39:44.351711
restaurants,Atlantic Chip Shop,fast_food,,,,,53.7678016,-2.4139512,,,,,,662054810,node,2026-03-06T09:39:44.351712
restaurants,Balti House,restaurant,,"1-3, High Street, Blackburn, BB1 4JZ",BB1 4JZ,Blackburn,53.7684025,-2.4125216,,,,,,662054849,node,2026-03-06T09:39:44.351714
restaurants,Thyme and Plaice,restaurant,,"Wigan Lane, Chorley, PR7 4BN",PR7 4BN,Chorley,53.6102484,-2.6308992,,,,,,662762026,node,2026-03-06T09:39:44.351716
restaurants,Fredericks Ice Cream,fast_food,,"Bolton Road, Chorley, PR7 4AL",PR7 4AL,Chorley,53.6331974,-2.6130178,+44 1257 263154,https://www.fredericksicecream.co.uk/locations/,Mo-Su 09:00-22:00,,,662820655,node,2026-03-06T09:39:44.351718
restaurants,Sylhet,restaurant,,,,,53.8038928,-2.4482633,,,,,,662926225,node,2026-03-06T09:39:44.351720
restaurants,Cantonese Chef,fast_food,,"63, Blackburn Road, Blackburn, BB6 7DF",BB6 7DF,Blackburn,53.7843034,-2.4089014,,,,,,663555964,node,2026-03-06T09:39:44.351721
restaurants,Kebab Cottage,fast_food,,,,,53.7856862,-2.4086121,,,,,,663555968,node,2026-03-06T09:39:44.351725
restaurants,Chippy Bobs,fast_food,,,,,53.7859905,-2.4067579,,,,,,663555974,node,2026-03-06T09:39:44.351726
restaurants,Singleton's Chip Shop,fast_food,english,,,,53.6179464,-2.6733298,,,,,,663649325,node,2026-03-06T09:39:44.351728
restaurants,Amico Mio,restaurant,italian,"49, King Street, Whalley, BB7 9SP",BB7 9SP,Whalley,53.8208602,-2.4066806,,,,,,664554036,node,2026-03-06T09:39:44.351730
restaurants,Romero Whalley,fast_food,pizza;burger;kebab;chicken,"97, King Street, Whalley, BB7 9SP",BB7 9SP,Whalley,53.8205668,-2.4066576,,,,,no,664554100,node,2026-03-06T09:39:44.351732
restaurants,Regent House,fast_food,chinese;cantonese,"30, King Street, Whalley, BB7 9SL",BB7 9SL,Whalley,53.8200875,-2.4063591,,,,,,664554138,node,2026-03-06T09:39:44.351734
restaurants,The Friary,fast_food,fish_and_chips,"34, King Street, Whalley, BB7 9SL",BB7 9SL,Whalley,53.8201797,-2.4063627,,,,,,664554139,node,2026-03-06T09:39:44.351736
restaurants,King Street Kitchen,restaurant,bistro,"73, King Street, Whalley, BB7 9SW",BB7 9SW,Whalley,53.8219851,-2.4069242,,http://kingstreetbistro.co.uk/,,,,664572801,node,2026-03-06T09:39:44.351739
restaurants,McDonald's,fast_food,burger,"1, Burnham Gate, Burnley, BB11 4SL",BB11 4SL,Burnley,53.7868488,-2.2502271,+44 1282 439159,https://www.mcdonalds.com/gb/en-gb/location/burnley/burnley---burnham-gate/1-burnham-gate/8261126.html,Mo-Su 00:00-24:00,,,665876481,node,2026-03-06T09:39:44.351742
restaurants,The Plough Inn,restaurant,,"Skipton, BD23 4RJ",BD23 4RJ,Skipton,54.0082033,-2.2918964,,,,,,667362600,node,2026-03-06T09:39:44.351744
restaurants,China Star,fast_food,chinese,,,,53.7481443,-2.3897153,+44 1254 845578,http://chinastaraccrington.co.uk/,,,yes,669178104,node,2026-03-06T09:39:44.351748
restaurants,Jade Fountain,fast_food,,,,,53.8924925,-2.3535991,,,,,,669561066,node,2026-03-06T09:39:44.351750
restaurants,Great Land,restaurant,,,,,53.8420147,-2.399981,,,,,,671561038,node,2026-03-06T09:39:44.351752
restaurants,Greendale,restaurant,,,,,53.8946997,-2.3385973,,,,,,671561133,node,2026-03-06T09:39:44.351754
restaurants,The Duke of York,restaurant,,,,,53.9051883,-2.3682856,,,,,,672697271,node,2026-03-06T09:39:44.351755
restaurants,The Buck Inn,restaurant,,,,,53.9050872,-2.367599,,,,,,672697273,node,2026-03-06T09:39:44.351757
restaurants,The Red Pump Inn,restaurant,,"Clitheroe Road, Clitheroe, BB7 3DA",BB7 3DA,Clitheroe,53.88393,-2.4641905,+44 1254 826227,https://www.theredpumpinn.co.uk/,"We,Th 12:00-14:00, 18:00-20:30; Fr,Sa 12:00-14:00, 18:00-21:00; Su 12:00-17:30; PH off",,,674111424,node,2026-03-06T09:39:44.351759
restaurants,The Eagle at Barrow,restaurant,,,,,53.8339545,-2.4039941,,,,,,676770103,node,2026-03-06T09:39:44.351761
restaurants,Jesun,fast_food,fish_and_chips;oriental,"59, Woone Lane, Clitheroe, BB7 1BJ",BB7 1BJ,Clitheroe,53.8665812,-2.3967475,+441200428323,,,,,678476302,node,2026-03-06T09:39:44.351763
restaurants,Castle Chippy,fast_food,fish_and_chips,,,,53.8697985,-2.3921309,+441200443066,,,,,697304323,node,2026-03-06T09:39:44.351766
restaurants,Sues Chip Shop,fast_food,,,,,53.8680067,-2.3932286,,,,,,697304324,node,2026-03-06T09:39:44.351770
restaurants,Jaffa’s,fast_food,syrian;pizza;kebab;burger,"16, Whalley Road, Clitheroe, BB7 1AW",BB7 1AW,Clitheroe,53.8681379,-2.3931922,+441200 859441,https://jaffasclitheroe.co.uk/,,,,697304325,node,2026-03-06T09:39:44.351772
restaurants,Franco's,restaurant,italian,,,,53.8139093,-2.6080431,,,,,,702204159,node,2026-03-06T09:39:44.351773
restaurants,Evergreen,fast_food,chinese;fish_and_chips,"80, Waterloo Road, Clitheroe, BB7 1NS",BB7 1NS,Clitheroe,53.8744901,-2.3864251,+44 1200 424372,,,,,703197611,node,2026-03-06T09:39:44.351775
restaurants,Waddington Road Chippy,fast_food,fish_and_chips,,,,53.8750834,-2.3910105,+44 1200 428081,,,,,703197616,node,2026-03-06T09:39:44.351777
restaurants,Ribble Tandoori,fast_food,indian,"19, Waddington Road, Clitheroe, BB7 2HJ",BB7 2HJ,Clitheroe,53.8750309,-2.3908395,+44 1200 443368,http://www.ribbletandoori.co.uk/,,,,703197617,node,2026-03-06T09:39:44.351779
restaurants,Rumbletums,fast_food,,,,,53.8752079,-2.3885379,,,,,,703197620,node,2026-03-06T09:39:44.351780
restaurants,Roosterz clitheroe,fast_food,,,,,53.8674347,-2.3931324,,,,,,703219682,node,2026-03-06T09:39:44.351782
restaurants,Delica 44,fast_food,,,,,53.8675731,-2.3933858,,,,,,703219743,node,2026-03-06T09:39:44.351783
restaurants,Whalley Road Chippy,fast_food,,,,,53.8667137,-2.3939211,,,,,,703219746,node,2026-03-06T09:39:44.351785
restaurants,Tiger Lounge,restaurant,,,,,53.8663965,-2.3941875,,,,,,703219759,node,2026-03-06T09:39:44.351788
restaurants,Pizza House,fast_food,pizza,"65, Whalley Road, Clitheroe, BB7 1EE",BB7 1EE,Clitheroe,53.8664478,-2.393765,,,,,,703219763,node,2026-03-06T09:39:44.351790
restaurants,Domino's,fast_food,pizza,,,,53.6975876,-2.6907027,,https://www.dominos.co.uk/pizza-near-me/leyland/unit-3-churchill-way,,,,705262112,node,2026-03-06T09:39:44.351792
restaurants,Kims Fish Bar,fast_food,,"70, Glebe Street, Blackburn, BB6 7AA",BB6 7AA,Blackburn,53.7838983,-2.405587,,,,,,723090858,node,2026-03-06T09:39:44.351794
restaurants,Wheatsheaf,restaurant,,,,,53.6614032,-2.7747119,,,,,,723918998,node,2026-03-06T09:39:44.351796
restaurants,Milano Pizzas,fast_food,italian_pizza;kebab,"6, Church Street, Settle, BD24 9JE",BD24 9JE,Settle,54.0694714,-2.2773339,+44 1729 824411,,,,,735023360,node,2026-03-06T09:39:44.351798
restaurants,The Shambles Fish Bar,restaurant,fish_and_chips,"Market Place, Settle, BD24 9EH",BD24 9EH,Settle,54.0689036,-2.2766999,,,,,,735122829,node,2026-03-06T09:39:44.351800
restaurants,Matteo’s Settle Italian,restaurant,italian,"5-6, Market Place, Settle, BD24 9EH",BD24 9EH,Settle,54.0687635,-2.2767053,,https://settleitalian.co.uk,,,,735127338,node,2026-03-06T09:39:44.351801
restaurants,McDonald's,fast_food,burger,"Kingsway, OL16 5AF",OL16 5AF,,53.6148621,-2.1300123,+44 1706 658459,https://www.mcdonalds.com/gb/en-gb/location/rochdale/rochdale---kingsway-retail-park/1-kingsway-retail-park/8260986.html,Mo-Su 06:00-24:00,,,778457905,node,2026-03-06T09:39:44.351804
restaurants,The Tiger,restaurant,,"School Lane, Chorley, PR6 8QP",PR6 8QP,Chorley,53.688192,-2.5678264,,,,,,942803344,node,2026-03-06T09:39:44.351805
restaurants,Fat Twins,fast_food,,"15-17, Manchester Road, Preston",,Preston,53.7591154,-2.6939392,,,,,,948545571,node,2026-03-06T09:39:44.351809
restaurants,Neptune Chip Shop,fast_food,fish_and_chips,"18, Scotforth Road, Lancaster, LA1 4ST",LA1 4ST,Lancaster,54.0343214,-2.7952454,,,"Mo-Sa 11:30-14:00,18:30-21:00",,,977627537,node,2026-03-06T09:39:44.351811
restaurants,Nino's,restaurant,italian,"245, Bacup Road, Rossendale, BB4 7PA",BB4 7PA,Rossendale,53.7006881,-2.2767334,,https://ninosrawtenstall.com,Tu-Th 17:00-22:00; Fr-Sa 17:00-22:30; Su 13:00-21:00,,,981072979,node,2026-03-06T09:39:44.351813
restaurants,Pizzetta Republic,fast_food,pizza,"75-77, North Road, Lancaster, LA1 1LU",LA1 1LU,Lancaster,54.0496485,-2.7996568,,,,,,985894753,node,2026-03-06T09:39:44.351815
restaurants,KFC,fast_food,chicken,"110, Penny Street, Lancaster, LA1 1XN",LA1 1XN,Lancaster,54.045797,-2.8000948,,https://www.kfc.co.uk/kfc-near-me/lancaster-penny-street,,,,985894757,node,2026-03-06T09:39:44.351817
restaurants,Flames,fast_food,pizza;burger;chicken;kebab,"1-2, Rosemary Lane, Lancaster, LA1 1NH",LA1 1NH,Lancaster,54.0501746,-2.7988296,+44 1524 382399,https://flameslancaster.co.uk/,,,,985894782,node,2026-03-06T09:39:44.351818
restaurants,Bella Italia,restaurant,italian,"26-28, Church Street, Lancaster, LA1 1LH",LA1 1LH,Lancaster,54.0495895,-2.799961,+44 1524 969 268,https://www.bellaitalia.co.uk/restaurants/lancaster/lancaster-church-street,Mo-Fr 11:30-22:00; Sa 11:30-23:00; Su 11:30-22:00,,,985894799,node,2026-03-06T09:39:44.351820
restaurants,Two Thai,restaurant,thai,"6, China Street, Lancaster, LA1 1EX",LA1 1EX,Lancaster,54.0489748,-2.8033619,,https://twothai.co.uk/,"17:00-22:00; Fr,Sa 17:00-22:30",,,985894802,node,2026-03-06T09:39:44.351822
restaurants,Napoli Pizzeria and Grill,restaurant,pizza,"31, North Road, Lancaster, LA1 1NS",LA1 1NS,Lancaster,54.0505612,-2.7977792,+44 1524 848880,,,,,985894828,node,2026-03-06T09:39:44.351823
restaurants,Marmara,fast_food,,"13, Brock Street, Lancaster, LA1 1UR",LA1 1UR,Lancaster,54.047543,-2.7990038,,,,,,985894895,node,2026-03-06T09:39:44.351825
restaurants,Marvin's,fast_food,chicken;burger;kebab;pizza,"19, Brock Street, Lancaster, LA1 1UR",LA1 1UR,Lancaster,54.0475463,-2.7987607,,,,,,985894900,node,2026-03-06T09:39:44.351831
restaurants,Masala,fast_food,indian,"6, Clarence Street, Lancaster, LA1 3BG",LA1 3BG,Lancaster,54.0439338,-2.7923101,+44 1524 388744,https://masalalancaster.co.uk/,Mo-Su 17:00-23:00,,,986087902,node,2026-03-06T09:39:44.351835
restaurants,West End Chip Shop,fast_food,seafood,,,,53.7502208,-2.4084682,,,,,,1028298427,node,2026-03-06T09:39:44.351839
restaurants,Jolsa,fast_food,indian,"2, Hallgate, Chorley, PR7 1XA",PR7 1XA,Chorley,53.6616231,-2.6457484,,,,,,1102576626,node,2026-03-06T09:39:44.351841
restaurants,The Morecambe Hotel,restaurant,,"25, Lord Street, Morecambe, LA4 5HX",LA4 5HX,Morecambe,54.0747035,-2.8599554,,,Mo-Su 07:00-23:30,,,1108950642,node,2026-03-06T09:39:44.351843
restaurants,Gizmo's Pizzeria,restaurant,italian,"3, Albert Road, Morecambe, LA4 4HD",LA4 4HD,Morecambe,54.0666407,-2.8794904,,,,,,1109006061,node,2026-03-06T09:39:44.351845
restaurants,New Dragon Town,fast_food,chinese,"19, Albert Road, Morecambe, LA4 4HD",LA4 4HD,Morecambe,54.0662853,-2.8788827,+44 1524 418462,,"We-Su 17:00-21:30; Mo,Tu off",,,1109007923,node,2026-03-06T09:39:44.351847
restaurants,Mumbai Nine,restaurant,indian,"9, Skipton Street, Morecambe, LA4 4AR",LA4 4AR,Morecambe,54.0722652,-2.8686699,,,,,,1110184072,node,2026-03-06T09:39:44.351848
restaurants,Bowerham Chippy,fast_food,fish_and_chips,"2, Coulston Road, Lancaster, LA1 3AE",LA1 3AE,Lancaster,54.0376074,-2.7888932,,,"Mo-Sa 11:30-13:45,16:30-20:30; Su 16:30-20:30",,limited,1111142641,node,2026-03-06T09:39:44.351850
restaurants,Ruth's Cabin,fast_food,,"Coastal Road, Morecambe, LA4 6AJ",LA4 6AJ,Morecambe,54.0819512,-2.8352077,,,,,,1112516637,node,2026-03-06T09:39:44.351852
restaurants,PNP,fast_food,,"Ryelands Road, Lancaster",,Lancaster,54.0585288,-2.8103482,+44 1524 555 857,,,,,1113372109,node,2026-03-06T09:39:44.351856
restaurants,The Honey Tree,restaurant,chinese,"291-294, Marine Road Central, Morecambe, LA4 5BY",LA4 5BY,Morecambe,54.074134,-2.8643702,+44 1524 423860,,,,,1113600965,node,2026-03-06T09:39:44.351858
restaurants,Susan's Pies,fast_food,,"168, Lancaster Road, Morecambe, LA4 5QP",LA4 5QP,Morecambe,54.069575,-2.8511359,,,,,,1116459109,node,2026-03-06T09:39:44.351859
restaurants,Kenny's Chip Shop,fast_food,fish_and_chips,"2, South Grove, Morecambe, LA4 5RL",LA4 5RL,Morecambe,54.0696049,-2.8506826,,,,,,1116459110,node,2026-03-06T09:39:44.351861
restaurants,Mount Spice,fast_food,indian;nepalese,"2, Church Street, Lancaster, LA1 1NP",LA1 1NP,Lancaster,54.0495873,-2.7986328,+44 1524 231444,,Tu-Th 15:00-22:00; Fr-Su 14:00-22:30; Mo off,,,1118096288,node,2026-03-06T09:39:44.351863
restaurants,Domino's,fast_food,pizza,"20, Church Street, Lancaster, LA1 1NP",LA1 1NP,Lancaster,54.0495682,-2.7994411,,https://www.dominos.co.uk/pizza-near-me/lancaster/20-church-street,Mo-Su 11:00-01:00,,yes,1119642518,node,2026-03-06T09:39:44.351864
restaurants,Morecambe Tandoori,restaurant,indian,"47, Marine Road West, Morecambe, LA3 1BZ",LA3 1BZ,Morecambe,54.0660088,-2.8808114,+44 1524 401644,,,,,1121707534,node,2026-03-06T09:39:44.351866
restaurants,The Barn @ Scorton,restaurant,coffee_shop;regional,"The Square, Preston, PR3 1AU",PR3 1AU,Preston,53.932958,-2.7607698,,https://www.plantsandgifts.co.uk/restaurant.php,Mo-Fr 09:00-16:30; Sa 09:00-17:00; Su 10:00-17:00,,,1123151395,node,2026-03-06T09:39:44.351868
restaurants,The Priory,restaurant,,,,,53.9329945,-2.7592475,,,Mo-Su 10:00-16:00,,,1123151398,node,2026-03-06T09:39:44.351870
restaurants,McDonald's,fast_food,burger,,,,53.7250034,-2.3279471,+44 1706 831208,https://www.mcdonalds.com/gb/en-gb/location/rossendale/haslingden---rising-bridge/581-blackburn-road/8260713.html,,,,1223976166,node,2026-03-06T09:39:44.351872
restaurants,Ingol Fish and Chips,fast_food,fish_and_chips,"1, Granton Walk, Preston, PR2 3YX",PR2 3YX,Preston,53.780663,-2.7421648,,,,,,1259590191,node,2026-03-06T09:39:44.351875
